171,"['18岁', '60岁', '18-22岁', '60-64岁']"
172,"['18岁', '50岁', '18-22岁', '50-54岁']"
174,"['50岁', '75岁', '50-54岁', '75-79岁']"
175,"['20岁', '50岁', '18-22岁', '50-54岁']"
176,"['45岁', '75岁', '41-49岁', '75-79岁']"
177,"['30日', '60岁', '28-30天', '60-64岁']"
178,"['30日', '60岁', '28-30天', '60-64岁']"
183,"['30日', '60岁', '28-30天', '60-64岁']"
185,"['16岁', '60岁', '12-17岁', '60-64岁']"
186,"['30日', '60岁', '28-30天', '60-64岁']"
188,"['30日', '60岁', '28-30天', '60-64岁']"
190,"['18岁', '55岁', '18-22岁', '55-59岁']"
191,"['16岁', '60岁', '12-17岁', '60-64岁']"
193,"['30日', '55岁', '28-30天', '55-59岁']"
195,"['17岁', '40岁', '12-17岁', '31-40岁']"
196,"['30日', '55岁', '28-30天', '55-59岁']"
197,"['28日', '50岁', '28-30天', '50-54岁']"
198,"['18岁', '55岁', '18-22岁', '55-59岁']"
199,"['28日', '60岁', '28-30天', '60-64岁']"
200,"['28日', '60岁', '28-30天', '60-64岁']"
203,"['28日', '55岁', '28-30天', '55-59岁']"
204,"['18岁', '55岁', '18-22岁', '55-59岁']"
205,"['28日', '50岁', '28-30天', '50-54岁']"
206,"['28日', '15岁', '28-30天', '12-17岁']"
207,"['18岁', '55岁', '18-22岁', '55-59岁']"
208,"['28日', '55岁', '28-30天', '55-59岁']"
211,"['50岁', '75岁', '50-54岁', '75-79岁']"
212,"['50岁', '75岁', '50-54岁', '75-79岁']"
213,"['28日', '60岁', '28-30天', '60-64岁']"
214,"['18岁', '50岁', '18-22岁', '50-54岁']"
217,"['20岁', '70岁', '18-22岁', '70-74岁']"
219,"['30日', '50岁', '28-30天', '50-54岁']"
220,"['50岁', '70岁', '50-54岁', '70-74岁']"
222,"['28日', '60岁', '28-30天', '60-64岁']"
223,"['30日', '60岁', '28-30天', '60-64岁']"
224,"['50岁', '70岁', '50-54岁', '70-74岁']"
226,"['30日', '71岁', '28-30天', '70-74岁']"
230,"['25日', '50岁', '16-27天', '50-54岁']"
233,"['50岁', '70岁', '50-54岁', '70-74岁']"
236,"['18岁', '50岁', '18-22岁', '50-54岁']"
238,"['50岁', '75岁', '50-54岁', '75-79岁']"
240,"['28日', '60岁', '28-30天', '60-64岁']"
241,"['18岁', '60岁', '18-22岁', '60-64岁']"
243,"['50岁', '75岁', '50-54岁', '75-79岁']"
244,"['45岁', '75岁', '41-49岁', '75-79岁']"
245,"['30日', '15岁', '28-30天', '12-17岁']"
246,"['18岁', '50岁', '18-22岁', '50-54岁']"
248,"['50岁', '75岁', '50-54岁', '75-79岁']"
249,"['60日', '17岁', '50天-364天', '12-17岁']"
250,"['20岁', '45岁', '18-22岁', '41-49岁']"
251,"['16岁', '65岁', '12-17岁', '65-69岁']"
252,"['30岁', '70岁', '23-30岁', '70-74岁']"
253,"['3岁', '75岁', '1-3岁', '75-79岁']"
254,"['18岁', '45岁', '18-22岁', '41-49岁']"
255,"['30日', '17岁', '28-30天', '12-17岁']"
257,"['28日', '60岁', '28-30天', '60-64岁']"
259,"['20岁', '40岁', '18-22岁', '31-40岁']"
260,"['20岁', '40岁', '18-22岁', '31-40岁']"
261,"['20岁', '40岁', '18-22岁', '31-40岁']"
262,"['20岁', '40岁', '18-22岁', '31-40岁']"
263,"['20岁', '40岁', '18-22岁', '31-40岁']"
264,"['20岁', '40岁', '18-22岁', '31-40岁']"
265,"['20岁', '40岁', '18-22岁', '31-40岁']"
266,"['20岁', '40岁', '18-22岁', '31-40岁']"
269,"['18岁', '65岁', '18-22岁', '65-69岁']"
271,"['18岁', '55岁', '18-22岁', '55-59岁']"
272,"['18岁', '55岁', '18-22岁', '55-59岁']"
273,"['30日', '60岁', '28-30天', '60-64岁']"
274,"['18岁', '60岁', '18-22岁', '60-64岁']"
277,"['18岁', '45岁', '18-22岁', '41-49岁']"
278,"['16岁', '65岁', '12-17岁', '65-69岁']"
280,"['16岁', '64岁', '12-17岁', '60-64岁']"
281,"['30日', '65岁', '28-30天', '65-69岁']"
282,"['30日', '65岁', '28-30天', '65-69岁']"
284,"['18岁', '55岁', '18-22岁', '55-59岁']"
289,"['20岁', '45岁', '18-22岁', '41-49岁']"
290,"['51岁', '65岁', '50-54岁', '65-69岁']"
291,"['18岁', '50岁', '18-22岁', '50-54岁']"
292,"['18岁', '50岁', '18-22岁', '50-54岁']"
294,"['18岁', '65岁', '18-22岁', '65-69岁']"
295,"['28日', '14岁', '28-30天', '12-17岁']"
296,"['28日', '60岁', '28-30天', '60-64岁']"
297,"['30岁', '70岁', '23-30岁', '70-74岁']"
299,"['28岁', '50', '23-30岁', None]"
302,"['18岁', '65岁', '18-22岁', '65-69岁']"
306,"['18岁', '60岁', '18-22岁', '60-64岁']"
307,"['18岁', '60岁', '18-22岁', '60-64岁']"
308,"['30日', '60岁', '28-30天', '60-64岁']"
311,"['28日', '50岁', '28-30天', '50-54岁']"
313,"['18岁', '65岁', '18-22岁', '65-69岁']"
318,"['30日', '55岁', '28-30天', '55-59岁']"
319,"['30日', '17岁', '28-30天', '12-17岁']"
320,"['30日', '16岁', '28-30天', '12-17岁']"
321,"['18岁', '55岁', '18-22岁', '55-59岁']"
322,"['28日', '60岁', '28-30天', '60-64岁']"
323,"['18岁', '50岁', '18-22岁', '50-54岁']"
325,"['28日', '55岁', '28-30天', '55-59岁']"
326,"['18岁', '50岁', '18-22岁', '50-54岁']"
327,"['28日', '12岁', '28-30天', '12-17岁']"
328,"['28日', '55岁', '28-30天', '55-59岁']"
329,"['30日', '18岁', '28-30天', '18-22岁']"
330,"['30日', '18岁', '28-30天', '18-22岁']"
332,"['28日', '60岁', '28-30天', '60-64岁']"
333,"['28日', '17岁', '28-30天', '12-17岁']"
335,"['30日', '60岁', '28-30天', '60-64岁']"
337,"['50岁', '75岁', '50-54岁', '75-79岁']"
338,"['18岁', '55岁', '18-22岁', '55-59岁']"
339,"['18岁', '60岁', '18-22岁', '60-64岁']"
340,"['28日', '60岁', '28-30天', '60-64岁']"
342,"['30日', '60岁', '28-30天', '60-64岁']"
344,"['28日', '18岁', '28-30天', '18-22岁']"
345,"['50岁', '75岁', '50-54岁', '75-79岁']"
346,"['30日', '60岁', '28-30天', '60-64岁']"
347,"['28日', '60岁', '28-30天', '60-64岁']"
348,"['18岁', '55岁', '18-22岁', '55-59岁']"
349,"['18岁', '55岁', '18-22岁', '55-59岁']"
350,"['18岁', '55岁', '18-22岁', '55-59岁']"
351,"['18岁', '55岁', '18-22岁', '55-59岁']"
352,"['18岁', '55岁', '18-22岁', '55-59岁']"
353,"['7日', '17岁', '1-7天', '12-17岁']"
355,"['7日', '17岁', '1-7天', '12-17岁']"
357,"['28日', '65岁', '28-30天', '65-69岁']"
359,"['16岁', '40岁', '12-17岁', '31-40岁']"
360,"['18岁', '56岁', '18-22岁', '55-59岁']"
362,"['28日', '10岁', '28-30天', '7-11岁']"
363,"['18岁', '55岁', '18-22岁', '55-59岁']"
364,"['28日', '15岁', '28-30天', '12-17岁']"
365,"['28日', '17岁', '28-30天', '12-17岁']"
367,"['18岁', '60岁', '18-22岁', '60-64岁']"
368,"['28日', '17岁', '28-30天', '12-17岁']"
